head_node	edge_relation 	head_node edge_relation /r/Antonymhead ofnode edge
poland	/r/HasPrerequisite 	poland /r/HasPrerequisitefood poisoning
chilean	/r/HasPrerequisite 	chilean /r/HasPrerequisitechilean culture
columbia	/r/HasPrerequisite 	columbia /r/HasPrerequisitegeographic region
bolivia	/r/HasPrerequisite 	bolivia /r/HasPrerequisitecompound flour
laotian	/r/HasPrerequisite 	laotian /r/HasPrerequisitefemale human
lebanese	/r/HasPrerequisite 	lebanese /r/HasPrerequisitefish dish
japan	/r/HasPrerequisite 	japan /r/HasPrerequisitenaval city
norway	/r/HasPrerequisite 	norway /r/HasPrerequisitenorthern hemisphere
cape verde	/r/HasPrerequisite 	cape verde /r/HasPrerequisitemixed martial arts form
portugal	/r/HasPrerequisite 	portugal /r/HasPrerequisiteportrait portrait
austria	/r/HasPrerequisite 	austria /r/HasPrerequisitenorthern route
singaporean	/r/HasPrerequisite 	singaporean /r/HasPrerequisitesoutheast Asia
netherlands	/r/HasPrerequisite 	netherlands /r/HasPrerequisiteheritage site
she	/r/HasPrerequisite 	she /r/HasPrerequisitemusical ensemble
he	/r/HasPrerequisite 	he /r/HasPrerequisitesport discipline
hers	/r/HasPrerequisite 	hers /r/HasPrerequisitejoint
him	/r/HasPrerequisite 	him /r/HasPrerequisiteoccupation
her	/r/HasPrerequisite 	her /r/HasPrerequisitenoble title
herself	/r/HasPrerequisite 	herself /r/HasPrerequisitefemale organ
himself	/r/HasPrerequisite 	himself /r/HasPrerequisitemechanism
his	/r/HasPrerequisite 	his /r/HasPrerequisitecandy beverage
woman	/r/HasPrerequisite 	woman /r/HasPrerequisitefemale human
man	/r/HasPrerequisite 	man /r/HasPrerequisitefictional deity
female	/r/HasPrerequisite 	female /r/HasPrerequisitefemale
male	/r/HasPrerequisite 	male /r/HasPrerequisitesexual orientation
lady	/r/HasPrerequisite 	lady /r/HasPrerequisitelady
gentleman	/r/HasPrerequisite 	gentleman /r/HasPrerequisiteoccupation
ladies	/r/HasPrerequisite 	ladies /r/HasPrerequisitetotality
gentlemen	/r/HasPrerequisite 	gentlemen /r/HasPrerequisitegentleman
girl	/r/HasPrerequisite 	girl /r/HasPrerequisitefictional human
boy	/r/HasPrerequisite 	boy /r/HasPrerequisiteship type
sir	/r/HasPrerequisite 	sir /r/HasPrerequisitesir
ma am	/r/HasPrerequisite 	ma am /r/HasPrerequisitepsychology terminology
mother	/r/HasPrerequisite 	mother /r/HasPrerequisitekinship
father	/r/HasPrerequisite 	father /r/HasPrerequisitekinship
stepmother	/r/HasPrerequisite 	stepmother /r/HasPrerequisiteproprietor
stepfather	/r/HasPrerequisite 	stepfather /r/HasPrerequisitekinship
daughter	/r/HasPrerequisite 	daughter /r/HasPrerequisitemale human
son	/r/HasPrerequisite 	son /r/HasPrerequisitefemale human
sister	/r/HasPrerequisite 	sister /r/HasPrerequisitebrother
brother	/r/HasPrerequisite 	brother /r/HasPrerequisiteassociate
grandmother	/r/HasPrerequisite 	grandmother /r/HasPrerequisitefather
grandfather	/r/HasPrerequisite 	grandfather /r/HasPrerequisitegrandfather or descendent
mommy	/r/HasPrerequisite 	mommy /r/HasPrerequisitecute
daddy	/r/HasPrerequisite 	daddy /r/HasPrerequisitemoody
wife	/r/HasPrerequisite 	wife /r/HasPrerequisitefemale human
husband	/r/HasPrerequisite 	husband /r/HasPrerequisitehusband
bride	/r/HasPrerequisite 	bride /r/HasPrerequisiteclimbing equipment
groom	/r/HasPrerequisite 	groom /r/HasPrerequisitegroom
girlfriend	/r/HasPrerequisite 	girlfriend /r/HasPrerequisiterole model
boyfriend	/r/HasPrerequisite 	boyfriend /r/HasPrerequisitesister
schoolgirl	/r/HasPrerequisite 	schoolgirl /r/HasPrerequisitefilm star
schoolboy	/r/HasPrerequisite 	schoolboy /r/HasPrerequisiteboys and girls\'s sports
sharia	/r/HasPrerequisite 	sharia /r/HasPrerequisitesharia
jihad	/r/HasPrerequisite 	jihad /r/HasPrerequisitescholarly article
christian	/r/HasPrerequisite 	christian /r/HasPrerequisitefictional entity
muslim	/r/HasPrerequisite 	muslim /r/HasPrerequisitemusical composition
islam	/r/HasPrerequisite 	islam /r/HasPrerequisiteammunition
hindu	/r/HasPrerequisite 	hindu /r/HasPrerequisiteslam
mohammed	/r/HasPrerequisite 	mohammed /r/HasPrerequisitemedical research
church	/r/HasPrerequisite 	church /r/HasPrerequisitehouse
quran	/r/HasPrerequisite 	quran /r/HasPrerequisitemusical instrument
bible	/r/HasPrerequisite 	bible /r/HasPrerequisitebiblical education
brahmin	/r/HasPrerequisite 	brahmin /r/HasPrerequisitemusical group
holy trinity	/r/HasPrerequisite 	holy trinity /r/HasPrerequisitetrinity
barber	/r/HasPrerequisite 	barber /r/HasPrerequisitebronze
coach	/r/HasPrerequisite 	coach /r/HasPrerequisitefictional automobile
businessperson	/r/HasPrerequisite 	businessperson /r/HasPrerequisitepersonation
football player	/r/HasPrerequisite 	football player /r/HasPrerequisitesports discipline
construction worker	/r/HasPrerequisite 	construction worker /r/HasPrerequisiteprocess worker
manager	/r/HasPrerequisite 	manager /r/HasPrerequisiteoccupation
ceo	/r/HasPrerequisite 	ceo /r/HasPrerequisiteclimbing
accountant	/r/HasPrerequisite 	accountant /r/HasPrerequisiteaccountant
commander	/r/HasPrerequisite 	commander /r/HasPrerequisitemilitary rank
firefighter	/r/HasPrerequisite 	firefighter /r/HasPrerequisiteaircraft functional class
mover	/r/HasPrerequisite 	mover /r/HasPrerequisitemusical composition
software developer	/r/HasPrerequisite 	software developer /r/HasPrerequisitesoftware engineer
guard	/r/HasPrerequisite 	guard /r/HasPrerequisitecombat equipment
baker	/r/HasPrerequisite 	baker /r/HasPrerequisitefood ingredient
doctor	/r/HasPrerequisite 	doctor /r/HasPrerequisitelegal name
athlete	/r/HasPrerequisite 	athlete /r/HasPrerequisiteathlete
artist	/r/HasPrerequisite 	artist /r/HasPrerequisiterole
dancer	/r/HasPrerequisite 	dancer /r/HasPrerequisitedental physician
mathematician	/r/HasPrerequisite 	mathematician /r/HasPrerequisitegeologist
janitor	/r/HasPrerequisite 	janitor /r/HasPrerequisitenarrative profession
carpenter	/r/HasPrerequisite 	carpenter /r/HasPrerequisitehead
mechanic	/r/HasPrerequisite 	mechanic /r/HasPrerequisiteoccupation
actor	/r/HasPrerequisite 	actor /r/HasPrerequisiteposition
handyman	/r/HasPrerequisite 	handyman /r/HasPrerequisitehouse officer
musician	/r/HasPrerequisite 	musician /r/HasPrerequisitemusical composition
detective	/r/HasPrerequisite 	detective /r/HasPrerequisitedetective
politician	/r/HasPrerequisite 	politician /r/HasPrerequisitepolitical activist
entrepreneur	/r/HasPrerequisite 	entrepreneur /r/HasPrerequisiteoccupation
model	/r/HasPrerequisite 	model /r/HasPrerequisiteconstruction
opera singer	/r/HasPrerequisite 	opera singer /r/HasPrerequisiteperformer
chief	/r/HasPrerequisite 	chief /r/HasPrerequisiteofficial
lawyer	/r/HasPrerequisite 	lawyer /r/HasPrerequisitevice officer
farmer	/r/HasPrerequisite 	farmer /r/HasPrerequisitegardenian
writer	/r/HasPrerequisite 	writer /r/HasPrerequisiteeditor
librarian	/r/HasPrerequisite 	librarian /r/HasPrerequisitecitizen
army	/r/HasPrerequisite 	army /r/HasPrerequisitearmed group
real estate developer	/r/HasPrerequisite 	real estate developer /r/HasPrerequisiteoccupation
broker	/r/HasPrerequisite 	broker /r/HasPrerequisiteship type
scientist	/r/HasPrerequisite 	scientist /r/HasPrerequisiteoccupation
butcher	/r/HasPrerequisite 	butcher /r/HasPrerequisitefictional mammal
electrician	/r/HasPrerequisite 	electrician /r/HasPrerequisitemusician
prosecutor	/r/HasPrerequisite 	prosecutor /r/HasPrerequisitelegal person
banker	/r/HasPrerequisite 	banker /r/HasPrerequisitecommercial bank
cook	/r/HasPrerequisite 	cook /r/HasPrerequisiteshrimp dish
hairdresser	/r/HasPrerequisite 	hairdresser /r/HasPrerequisitedresser
prisoner	/r/HasPrerequisite 	prisoner /r/HasPrerequisiteprisoner
plumber	/r/HasPrerequisite 	plumber /r/HasPrerequisitesieve
attorney	/r/HasPrerequisite 	attorney /r/HasPrerequisiteadvanced legal education
boxer	/r/HasPrerequisite 	boxer /r/HasPrerequisitesausage maker
chess player	/r/HasPrerequisite 	chess player /r/HasPrerequisiteassociate player
priest	/r/HasPrerequisite 	priest /r/HasPrerequisiteparent
swimmer	/r/HasPrerequisite 	swimmer /r/HasPrerequisiteswimmer
tennis player	/r/HasPrerequisite 	tennis player /r/HasPrerequisitefield position
supervisor	/r/HasPrerequisite 	supervisor /r/HasPrerequisitesupervision
attendant	/r/HasPrerequisite 	attendant /r/HasPrerequisitecounseling
housekeeper	/r/HasPrerequisite 	housekeeper /r/HasPrerequisitecookies industry
maid	/r/HasPrerequisite 	maid /r/HasPrerequisitecharacter
producer	/r/HasPrerequisite 	producer /r/HasPrerequisiteproducer
researcher	/r/HasPrerequisite 	researcher /r/HasPrerequisiteoperating system
midwife	/r/HasPrerequisite 	midwife /r/HasPrerequisitesister
judge	/r/HasPrerequisite 	judge /r/HasPrerequisitecompetition assessment
umpire	/r/HasPrerequisite 	umpire /r/HasPrerequisitehump
bartender	/r/HasPrerequisite 	bartender /r/HasPrerequisiteoccupation
economist	/r/HasPrerequisite 	economist /r/HasPrerequisitespecialty
physicist	/r/HasPrerequisite 	physicist /r/HasPrerequisitescholarly article
psychologist	/r/HasPrerequisite 	psychologist /r/HasPrerequisitehealth analyst
theologian	/r/HasPrerequisite 	theologian /r/HasPrerequisiteoccupation
salesperson	/r/HasPrerequisite 	salesperson /r/HasPrerequisiteaccountant
physician	/r/HasPrerequisite 	physician /r/HasPrerequisitehealth professional
sheriff	/r/HasPrerequisite 	sheriff /r/HasPrerequisitecounseling
cashier	/r/HasPrerequisite 	cashier /r/HasPrerequisiteposition
assistant	/r/HasPrerequisite 	assistant /r/HasPrerequisitemilitary rank
receptionist	/r/HasPrerequisite 	receptionist /r/HasPrerequisitereceptionist
editor	/r/HasPrerequisite 	editor /r/HasPrerequisiteeditor
engineer	/r/HasPrerequisite 	engineer /r/HasPrerequisiteengineer
comedian	/r/HasPrerequisite 	comedian /r/HasPrerequisitecomedian
painter	/r/HasPrerequisite 	painter /r/HasPrerequisitepainting material
civil servant	/r/HasPrerequisite 	civil servant /r/HasPrerequisiteposition
diplomat	/r/HasPrerequisite 	diplomat /r/HasPrerequisitediplomacy
guitarist	/r/HasPrerequisite 	guitarist /r/HasPrerequisitemusic term
linguist	/r/HasPrerequisite 	linguist /r/HasPrerequisiteoccupation
poet	/r/HasPrerequisite 	poet /r/HasPrerequisitepoet
laborer	/r/HasPrerequisite 	laborer /r/HasPrerequisiteeconomic position
teacher	/r/HasPrerequisite 	teacher /r/HasPrerequisiteteacher
delivery man	/r/HasPrerequisite 	delivery man /r/HasPrerequisiteperson
realtor	/r/HasPrerequisite 	realtor /r/HasPrerequisiteposition
pilot	/r/HasPrerequisite 	pilot /r/HasPrerequisitefictional character
professor	/r/HasPrerequisite 	professor /r/HasPrerequisitefaculty
chemist	/r/HasPrerequisite 	chemist /r/HasPrerequisitefictional human
historian	/r/HasPrerequisite 	historian /r/HasPrerequisitehistorical genre
pensioner	/r/HasPrerequisite 	pensioner /r/HasPrerequisitepassenger
performing artist	/r/HasPrerequisite 	performing artist /r/HasPrerequisiteformal scientist
singer	/r/HasPrerequisite 	singer /r/HasPrerequisitehumanoid
secretary	/r/HasPrerequisite 	secretary /r/HasPrerequisitetitle criterion
auditor	/r/HasPrerequisite 	auditor /r/HasPrerequisitefilm industry office
counselor	/r/HasPrerequisite 	counselor /r/HasPrerequisitelegal professional
designer	/r/HasPrerequisite 	designer /r/HasPrerequisitedesigner
soldier	/r/HasPrerequisite 	soldier /r/HasPrerequisiteoccupation
journalist	/r/HasPrerequisite 	journalist /r/HasPrerequisitepublicity specialist
dentist	/r/HasPrerequisite 	dentist /r/HasPrerequisitenursing technician
analyst	/r/HasPrerequisite 	analyst /r/HasPrerequisiteanalyst
nurse	/r/HasPrerequisite 	nurse /r/HasPrerequisitemural
tailor	/r/HasPrerequisite 	tailor /r/HasPrerequisiteposition
waiter	/r/HasPrerequisite 	waiter /r/HasPrerequisitemilitary unit
author	/r/HasPrerequisite 	author /r/HasPrerequisiteauthorial authority
architect	/r/HasPrerequisite 	architect /r/HasPrerequisitearchitectural designer
academic	/r/HasPrerequisite 	academic /r/HasPrerequisiteacademic
director	/r/HasPrerequisite 	director /r/HasPrerequisiteposition
illustrator	/r/HasPrerequisite 	illustrator /r/HasPrerequisiteengineer
clerk	/r/HasPrerequisite 	clerk /r/HasPrerequisitecompound substance
policeman	/r/HasPrerequisite 	policeman /r/HasPrerequisiteoccupation
chef	/r/HasPrerequisite 	chef /r/HasPrerequisitechef
photographer	/r/HasPrerequisite 	photographer /r/HasPrerequisitephotographer
drawer	/r/HasPrerequisite 	drawer /r/HasPrerequisitecraft
cleaner	/r/HasPrerequisite 	cleaner /r/HasPrerequisitemachine tool
pharmacist	/r/HasPrerequisite 	pharmacist /r/HasPrerequisiteoccupation
pianist	/r/HasPrerequisite 	pianist /r/HasPrerequisiteposition
composer	/r/HasPrerequisite 	composer /r/HasPrerequisiteprofessional
handball player	/r/HasPrerequisite 	handball player /r/HasPrerequisiteball player
sociologist	/r/HasPrerequisite 	sociologist /r/HasPrerequisiteacademic
